agus,2,352,NONHOAX,0
barat,1,352,NONHOAX,0
berulang,1,352,NONHOAX,0
cni,1,352,NONHOAX,0
dan,1,352,NONHOAX,0
dari,2,352,NONHOAX,0
diangkut,2,352,NONHOAX,0
digelar,1,352,NONHOAX,0
dikenakan,1,352,NONHOAX,0
ditindak,1,352,NONHOAX,0
gabungan,1,352,NONHOAX,0
ini,2,352,NONHOAX,0
jakarta,1,352,NONHOAX,0
jakbar,1,352,NONHOAX,0
kali,1,352,NONHOAX,0
kantor,1,352,NONHOAX,0
kawaaan,1,352,NONHOAX,0
kawasan,1,352,NONHOAX,0
kegiatan,1,352,NONHOAX,0
kelurahan,1,352,NONHOAX,0
kembangan,6,352,NONHOAX,0
kepolisian,1,352,NONHOAX,0
langsung,1,352,NONHOAX,0
lanjut,1,352,NONHOAX,0
liar,3,352,NONHOAX,0
membandel,1,352,NONHOAX,0
memimpin,1,352,NONHOAX,0
mengatakan,1,352,NONHOAX,0
mengungkapkan,1,352,NONHOAX,0
mewujudkan,1,352,NONHOAX,0
motor,3,352,NONHOAX,0
oleh,1,352,NONHOAX,0
parkir,4,352,NONHOAX,0
penertiban,3,352,NONHOAX,0
pengaduan,1,352,NONHOAX,0
petugas,1,352,NONHOAX,0
pihak,1,352,NONHOAX,0
polricamat,1,352,NONHOAX,0
puri,1,352,NONHOAX,0
rabu,2,352,NONHOAX,0
ramdani,1,352,NONHOAX,0
saja,1,352,NONHOAX,0
sanksi,1,352,NONHOAX,0
satpol,1,352,NONHOAX,0
sebagai,2,352,NONHOAX,0
sebanyak,1,352,NONHOAX,0
selanjutnya,1,352,NONHOAX,0
selatan,2,352,NONHOAX,0
sembarangan,1,352,NONHOAX,0
sepeda,2,352,NONHOAX,0
serta,1,352,NONHOAX,0
sini,1,352,NONHOAX,0
sudah,1,352,NONHOAX,0
sudinhub,1,352,NONHOAX,0
tapi,1,352,NONHOAX,0
tersebut,1,352,NONHOAX,0
tertib,1,352,NONHOAX,0
tetap,1,352,NONHOAX,0
tilang,1,352,NONHOAX,0
tindak,2,352,NONHOAX,0
tni,1,352,NONHOAX,0
ujar,1,352,NONHOAX,0
unit,1,352,NONHOAX,0
unsur,1,352,NONHOAX,0
untuk,1,352,NONHOAX,0
upaya,1,352,NONHOAX,0
warga,1,352,NONHOAX,0
wilayah,1,352,NONHOAX,0
yang,3,352,NONHOAX,0
